Title,Ratings,Original_Price,Manufacturing_Date,Expiry_Date,total_days,Demand,Demand_rank,days_remaining,Discount_Percentage,discount,ProductName_encoded
bb royalorganic,4.0,389.0,2024-01-12,2024-02-11,30,Medium,1.0,0,16.5,Product is expired,136
mayurankmoong daal,4.5,95.0,2023-05-07,2023-06-06,30,Medium,1.0,0,16.5,Product is expired,437
fortunemoong dal,4.5,209.0,2023-01-02,2023-02-01,30,Medium,1.0,0,16.5,Product is expired,304
bb super,3.9,185.0,2023-06-28,2023-07-28,30,Medium,1.0,0,16.5,Product is expired,164
tata sampanntoor,4.4,149.0,2022-09-03,2022-10-03,30,Medium,1.0,0,16.5,Product is expired,685
mayurankarhar daal,4.4,148.0,2023-01-10,2023-02-09,30,Medium,1.0,0,16.5,Product is expired,434
tata sampannunpolished,3.9,150.0,2024-04-10,2024-05-10,30,Medium,1.0,0,16.5,Product is expired,687
organic tattvamoong,3.7,285.0,2024-01-31,2024-03-01,30,Low,0.0,0,19.0,Product is expired,518
bb royalorganic,3.9,257.0,2024-10-15,2024-11-14,30,Medium,1.0,149,-8.33,464287289064.23,136
aashirvaadorganic urad,3.4,135.0,2023-05-27,2023-06-26,30,Low,0.0,0,19.0,Product is expired,20
phalada pure,3.9,145.0,2023-07-15,2023-08-14,30,Medium,1.0,0,16.5,Product is expired,540
organic shastramasoor,4.3,210.0,2022-10-12,2022-11-11,30,Medium,1.0,0,16.5,Product is expired,514
phalada pure,4.3,95.0,2022-08-25,2022-09-24,30,Medium,1.0,0,16.5,Product is expired,540
mayurankmoong daal,4.4,132.0,2024-09-25,2024-10-25,30,Medium,1.0,129,-5.0,2621649787.71,437
tata sampannchana,4.3,110.0,2023-08-03,2023-09-02,30,Medium,1.0,0,16.5,Product is expired,664
angurtoor dal,4.3,220.0,2024-08-02,2024-09-01,30,Medium,1.0,75,4.0,-71298.34,47
phalada pure,4.3,150.0,2022-12-03,2023-01-02,30,Medium,1.0,0,16.5,Product is expired,540
bb royalorganic,4.0,257.0,2023-10-18,2023-11-17,30,Medium,1.0,0,16.5,Product is expired,136
bb royalmix,4.2,110.0,2025-01-14,2025-02-13,30,Medium,1.0,240,-23.5,4.496025723830495e+19,133
bb royaltadka,4.2,200.0,2023-12-31,2024-01-30,30,Medium,1.0,0,16.5,Product is expired,157
mai rasoimalka,4.2,153.0,2023-07-13,2023-08-12,30,Medium,1.0,0,16.5,Product is expired,414
rentiopremium desi,4.3,1550.0,2023-11-23,2023-12-23,30,Medium,1.0,0,16.5,Product is expired,567
bb super,4.0,140.0,2024-09-23,2024-10-23,30,Medium,1.0,127,-4.67,1740836017.39,164
phalada pure,4.2,140.0,2023-03-10,2023-04-09,30,Medium,1.0,0,16.5,Product is expired,540
natureland organicspanchrangi,4.2,165.0,2025-01-28,2025-02-27,30,Medium,1.0,254,-25.83,1.218992797737932e+21,477
tata sampanntata,4.2,135.0,2022-09-23,2022-10-23,30,Medium,1.0,0,16.5,Product is expired,684
conscious foodwhole,4.1,125.0,2023-10-30,2023-11-29,30,Medium,1.0,0,16.5,Product is expired,242
tata sampannunpolished,4.1,169.0,2025-03-12,2025-04-11,30,Medium,1.0,297,-33.0,8.664150311702854e+24,687
organic shastramasoor,4.1,245.0,2024-11-15,2024-12-15,30,Medium,1.0,180,-13.5,353455146783888.56,514
conscious foodyellow,4.1,155.0,2024-02-01,2024-03-02,30,Medium,1.0,0,16.5,Product is expired,243
bb royalpeas/matar,4.1,160.0,2024-08-25,2024-09-24,30,Medium,1.0,98,0.17,-219267.02,140
fortunearhar/toor dal,4.1,300.0,2023-11-11,2023-12-11,30,Medium,1.0,0,16.5,Product is expired,298
bb royaltoor,3.9,300.0,2023-04-03,2023-05-03,30,Medium,1.0,0,16.5,Product is expired,159
bb royalbengali,4.1,260.0,2022-12-21,2023-01-20,30,Medium,1.0,0,16.5,Product is expired,95
phalada pure,4.3,95.0,2023-02-05,2023-03-07,30,Medium,1.0,0,16.5,Product is expired,540
mayurankmoong daal,4.4,132.0,2024-01-31,2024-03-01,30,Medium,1.0,0,16.5,Product is expired,437
tata sampannchana,4.3,110.0,2024-11-08,2024-12-08,30,Medium,1.0,173,-12.33,35741925412851.81,664
angurtoor dal,4.3,220.0,2023-04-22,2023-05-22,30,Medium,1.0,0,16.5,Product is expired,47
phalada pure,4.3,150.0,2022-08-29,2022-09-28,30,Medium,1.0,0,16.5,Product is expired,540
bb royalurad,4.0,230.0,2023-12-22,2024-01-21,30,Medium,1.0,0,16.5,Product is expired,162
bb royalmix,4.2,110.0,2023-04-09,2023-05-09,30,Medium,1.0,0,16.5,Product is expired,133
bb royaltadka,4.2,200.0,2023-06-03,2023-07-03,30,Medium,1.0,0,16.5,Product is expired,157
mai rasoimalka,4.2,153.0,2023-04-23,2023-05-23,30,Medium,1.0,0,16.5,Product is expired,414
rentiopremium desi,4.3,1550.0,2025-04-01,2025-05-01,30,Medium,1.0,317,-36.33,4.7763963443454047e+27,567
tata sampannunpolished,4.0,83.0,2022-08-10,2022-09-09,30,Medium,1.0,0,16.5,Product is expired,687
phalada pure,4.2,140.0,2023-05-16,2023-06-15,30,Medium,1.0,0,16.5,Product is expired,540
natureland organicspanchrangi,4.2,165.0,2022-12-15,2023-01-14,30,Medium,1.0,0,16.5,Product is expired,477
tata sampanntata,4.2,135.0,2024-11-22,2024-12-22,30,Medium,1.0,187,-14.67,858243680161093.4,684
conscious foodwhole,4.1,125.0,2024-01-19,2024-02-18,30,Medium,1.0,0,16.5,Product is expired,242
tata sampannunpolished,4.1,169.0,2024-03-31,2024-04-30,30,Medium,1.0,0,16.5,Product is expired,687
organic shastramasoor,4.1,245.0,2022-11-13,2022-12-13,30,Medium,1.0,0,16.5,Product is expired,514
bb super,4.0,27.0,2024-07-26,2024-08-25,30,Medium,1.0,68,5.17,-2787.89,164
conscious foodyellow,4.1,155.0,2025-02-15,2025-03-17,30,Medium,1.0,272,-28.83,4.677666604040091e+22,243
bb royalpeas/matar,4.1,160.0,2023-02-06,2023-03-08,30,Medium,1.0,0,16.5,Product is expired,140
fortunearhar/toor dal,4.1,300.0,2023-01-06,2023-02-05,30,Medium,1.0,0,16.5,Product is expired,298
bb super,4.0,360.0,2023-10-28,2023-11-27,30,Medium,1.0,0,16.5,Product is expired,164
dehaat honest,4.1,180.0,2022-12-05,2023-01-04,30,Medium,1.0,0,16.5,Product is expired,259
organic tattvaorganic,4.1,140.0,2024-06-16,2024-07-16,30,Medium,1.0,28,11.83,5.46,520
mayurankmatar daal,4.1,95.0,2023-11-05,2023-12-05,30,Medium,1.0,0,16.5,Product is expired,436
gopalbori -,4.0,90.0,2024-05-12,2024-06-11,30,Medium,1.0,0,16.5,Product is expired,325
mai rasoidal,4.1,115.0,2023-03-11,2023-04-10,30,Medium,1.0,0,16.5,Product is expired,409
aashirvaadorganic chana,3.8,210.0,2022-11-11,2022-12-11,30,Low,0.0,0,19.0,Product is expired,18
a+pluspulses -,4.0,155.0,2025-04-10,2025-05-10,30,Medium,1.0,326,-37.83,3.0088557552741585e+27,3
a+pluspulses -,3.0,90.0,2024-04-22,2024-05-22,30,Low,0.0,0,19.0,Product is expired,3
a+plusmasur dal32,3.0,90.0,2024-07-15,2024-08-14,30,Low,0.0,57,9.5,-1884.47,2
bb royalroasted,3.8,100.0,2023-08-21,2023-09-20,30,Low,0.0,0,19.0,Product is expired,148
bb royaldal,4.0,125.0,2025-04-13,2025-05-13,30,Medium,1.0,329,-38.33,4.479802317375225e+27,107
vijayalakshmi deerorid,4.0,220.0,2023-05-24,2023-06-23,30,Medium,1.0,0,16.5,Product is expired,719
bb super,4.0,180.0,2024-10-12,2024-11-11,30,Medium,1.0,146,-7.83,167751436285.44,164
mai rasoigreen,4.0,95.0,2023-01-01,2023-01-31,30,Medium,1.0,0,16.5,Product is expired,413
aashirvaadorganic arhar/tur,3.9,345.0,2023-04-02,2023-05-02,30,Medium,1.0,0,16.5,Product is expired,17
mai rasoitoor/tur/arhar,3.9,122.0,2024-12-13,2025-01-12,30,Medium,1.0,208,-18.17,6.4061678526053144e+16,422
rajdhanimasri dal48,4.0,143.0,2022-08-21,2022-09-20,30,Medium,1.0,0,16.5,Product is expired,562
organic shastraarhar,3.9,290.0,2022-09-10,2022-10-10,30,Medium,1.0,0,16.5,Product is expired,513
rentiorproto -,3.9,310.0,2024-09-18,2024-10-18,30,Medium,1.0,122,-3.83,1162997899.61,568
tata sampannorganic moong,4.3,140.0,2023-05-25,2023-06-24,30,Medium,1.0,0,16.5,Product is expired,679
dehaat honest,4.1,180.0,2023-01-08,2023-02-07,30,Medium,1.0,0,16.5,Product is expired,259
organic tattvaorganic,4.1,140.0,2022-09-13,2022-10-13,30,Medium,1.0,0,16.5,Product is expired,520
mayurankmatar daal,4.1,95.0,2024-10-28,2024-11-27,30,Medium,1.0,162,-10.5,2912642797411.1,436
gopalbori -,4.0,90.0,2023-07-17,2023-08-16,30,Medium,1.0,0,16.5,Product is expired,325
mai rasoidal,4.1,115.0,2023-12-18,2024-01-17,30,Medium,1.0,0,16.5,Product is expired,409
organic tattvaorganic,4.1,310.0,2022-09-02,2022-10-02,30,Medium,1.0,0,16.5,Product is expired,520
a+pluspulses -,4.0,155.0,2025-02-04,2025-03-06,30,Medium,1.0,261,-27.0,4.854008430221518e+21,3
a+pluspulses -,3.0,90.0,2024-08-16,2024-09-15,30,Low,0.0,89,4.17,-500092.33,3
a+plusmasur dal32,3.0,90.0,2023-07-17,2023-08-16,30,Low,0.0,0,19.0,Product is expired,2
bb popularchana,4.0,150.0,2022-11-23,2022-12-23,30,Medium,1.0,0,16.5,Product is expired,68
bb royaldal,4.0,125.0,2024-11-03,2024-12-03,30,Medium,1.0,168,-11.5,13935917090017.08,107
vijayalakshmi deerorid,4.0,220.0,2024-02-06,2024-03-07,30,Medium,1.0,0,16.5,Product is expired,719
bb super,4.0,180.0,2025-01-23,2025-02-22,30,Medium,1.0,249,-25.0,4.734900107948933e+20,164
mai rasoigreen,4.0,95.0,2024-04-26,2024-05-26,30,Medium,1.0,0,16.5,Product is expired,413
tata sampannunpolished,4.0,164.0,2025-02-03,2025-03-05,30,Medium,1.0,260,-26.83,4.1784064984981244e+21,687
mai rasoitoor/tur/arhar,3.9,122.0,2023-04-17,2023-05-17,30,Medium,1.0,0,16.5,Product is expired,422
rajdhanimasri dal48,4.0,143.0,2022-09-23,2022-10-23,30,Medium,1.0,0,16.5,Product is expired,562
organic shastraarhar,3.9,290.0,2024-04-06,2024-05-06,30,Medium,1.0,0,16.5,Product is expired,513
rentiorproto -,3.9,310.0,2023-12-02,2024-01-01,30,Medium,1.0,0,16.5,Product is expired,568
tata sampannorganic toor,4.1,155.0,2024-12-02,2025-01-01,30,Medium,1.0,197,-16.33,8105010437748914.0,680
organic indiamasoor,3.9,140.0,2025-04-18,2025-05-18,30,Medium,1.0,334,-39.17,1.3937539362892029e+28,512
natureland organicsarhar/toor,4.0,355.0,2025-02-25,2025-03-27,30,Medium,1.0,282,-30.5,8.374715845480199e+23,474
a+pluspulses -,4.0,125.0,2023-05-16,2023-06-15,30,Medium,1.0,0,16.5,Product is expired,3
just organikurad,3.8,290.0,2023-06-12,2023-07-12,30,Low,0.0,0,19.0,Product is expired,376
mai rasoimasoor,3.8,162.0,2023-10-28,2023-11-27,30,Low,0.0,0,19.0,Product is expired,415
rentiosuper desi,3.8,1550.0,2024-10-30,2024-11-29,30,Low,0.0,164,-8.33,56243043603914.27,569
organic tattvaarhar/,4.0,150.0,2023-08-05,2023-09-04,30,Medium,1.0,0,16.5,Product is expired,516
just organikarhar,3.8,325.0,2024-02-24,2024-03-25,30,Low,0.0,0,19.0,Product is expired,375
mai rasoimoong,3.8,99.0,2023-12-10,2024-01-09,30,Low,0.0,0,19.0,Product is expired,417
organic shastraurad,3.7,315.0,2023-10-22,2023-11-21,30,Low,0.0,0,19.0,Product is expired,515
mai rasoibengali,3.8,269.0,2024-04-28,2024-05-28,30,Low,0.0,0,19.0,Product is expired,406
bb royalorganic,3.9,329.0,2025-04-01,2025-05-01,30,Medium,1.0,317,-36.33,1.0138286434126699e+27,136
pulsesmantoor/arhar dal3.97,3.9,278.0,2022-12-13,2023-01-12,30,Medium,1.0,0,16.5,Product is expired,559
sri sri,3.5,230.0,2022-11-08,2022-12-08,30,Low,0.0,0,19.0,Product is expired,611
angurtoor dal,3.7,1260.0,2023-09-27,2023-10-27,30,Low,0.0,0,19.0,Product is expired,47
mai rasoiblack,3.7,105.0,2023-04-22,2023-05-22,30,Low,0.0,0,19.0,Product is expired,407
mai rasoiurad,3.7,118.0,2023-10-06,2023-11-05,30,Low,0.0,0,19.0,Product is expired,423
24 mantra,4.0,560.0,2023-05-22,2023-06-21,30,Medium,1.0,0,16.5,Product is expired,1
organic indiamasoor,3.9,140.0,2024-06-21,2024-07-21,30,Medium,1.0,33,11.0,-12.66,512
natureland organicsarhar/toor,4.0,355.0,2023-06-02,2023-07-02,30,Medium,1.0,0,16.5,Product is expired,474
24 mantra,4.1,300.0,2022-11-17,2022-12-17,30,Medium,1.0,0,16.5,Product is expired,1
a+pluspulses -,4.0,125.0,2024-05-08,2024-06-07,30,Medium,1.0,0,16.5,Product is expired,3
just organikurad,3.8,290.0,2022-09-05,2022-10-05,30,Low,0.0,0,19.0,Product is expired,376
mai rasoimasoor,3.8,162.0,2024-08-07,2024-09-06,30,Low,0.0,80,5.67,-202312.71,415
rentiosuper desi,3.8,1550.0,2023-04-05,2023-05-05,30,Low,0.0,0,19.0,Product is expired,569
tata sampannorganic masoor,4.3,125.0,2023-06-15,2023-07-15,30,Medium,1.0,0,16.5,Product is expired,678
just organikarhar,3.8,325.0,2023-06-30,2023-07-30,30,Low,0.0,0,19.0,Product is expired,375
mai rasoimoong,3.8,99.0,2022-12-30,2023-01-29,30,Low,0.0,0,19.0,Product is expired,417
organic shastraurad,3.7,315.0,2023-01-24,2023-02-23,30,Low,0.0,0,19.0,Product is expired,515
mai rasoibengali,3.8,269.0,2022-10-13,2022-11-12,30,Low,0.0,0,19.0,Product is expired,406
safe harvesttur,4.0,278.0,2023-08-06,2023-09-05,30,Medium,1.0,0,16.5,Product is expired,585
pulsesmantoor/arhar dal3.97,3.9,278.0,2022-08-07,2022-09-06,30,Medium,1.0,0,16.5,Product is expired,559
sri sri,3.5,230.0,2023-01-06,2023-02-05,30,Low,0.0,0,19.0,Product is expired,611
angurtoor dal,3.7,1260.0,2023-04-25,2023-05-25,30,Low,0.0,0,19.0,Product is expired,47
mai rasoiblack,3.7,105.0,2024-12-10,2025-01-09,30,Low,0.0,205,-15.17,2.5262815275174464e+16,407
mai rasoiurad,3.7,118.0,2022-10-18,2022-11-17,30,Low,0.0,0,19.0,Product is expired,423
tata sampannmoong,4.0,215.0,2022-12-25,2023-01-24,30,Medium,1.0,0,16.5,Product is expired,676
bb royalbengali,4.1,260.0,2024-11-17,2024-12-17,30,Medium,1.0,182,-13.83,573254903049703.6,95
sri sri,3.6,380.0,2024-05-06,2024-06-05,30,Low,0.0,0,19.0,Product is expired,611
mai rasoichana,3.7,80.0,2023-09-24,2023-10-24,30,Low,0.0,0,19.0,Product is expired,408
bb popularfried,3.8,40.0,2025-04-17,2025-05-17,30,Low,0.0,333,-36.5,3.038074777345359e+27,72
nourishunpolished &,3.6,135.0,2022-08-24,2022-09-23,30,Low,0.0,0,19.0,Product is expired,494
conscious foodsplit,3.6,140.0,2023-09-26,2023-10-26,30,Low,0.0,0,19.0,Product is expired,241
mai rasoimasoor,3.9,141.0,2022-09-19,2022-10-19,30,Medium,1.0,0,16.5,Product is expired,415
organic indiamasoor,3.6,150.0,2022-11-25,2022-12-25,30,Low,0.0,0,19.0,Product is expired,512
bb populartoor,3.3,380.0,2023-12-05,2024-01-04,30,Low,0.0,0,19.0,Product is expired,87
natureland organicschana,3.3,210.0,2024-09-09,2024-10-09,30,Low,0.0,113,0.17,-5780382.65,476
institutionaltoor dal,3.0,600.0,2025-04-24,2025-05-24,30,Low,0.0,340,-37.67,1.9072373742689435e+29,365
bb super,4.0,399.0,2023-12-25,2024-01-24,30,Medium,1.0,0,16.5,Product is expired,164
a+pluspulses -,3.7,185.0,2022-10-17,2022-11-16,30,Low,0.0,0,19.0,Product is expired,3
a+pluspulses -,3.5,70.0,2023-02-05,2023-03-07,30,Low,0.0,0,19.0,Product is expired,3
a+pluspulses -,3.2,120.0,2024-01-01,2024-01-31,30,Low,0.0,0,19.0,Product is expired,3
mai rasoisona,3.0,215.0,2025-03-05,2025-04-04,30,Low,0.0,290,-29.33,2.4158144902118697e+24,421
bb royaldouble,4.0,80.0,2024-08-04,2024-09-03,30,Medium,1.0,77,3.67,-35488.55,108
safe harvestmung,4.0,223.0,2022-08-08,2022-09-07,30,Medium,1.0,0,16.5,Product is expired,580
sri sri,3.6,380.0,2024-07-02,2024-08-01,30,Low,0.0,44,11.67,-684.91,611
mai rasoichana,3.7,80.0,2025-01-12,2025-02-11,30,Low,0.0,238,-20.67,1.9278840522252124e+19,408
bb popularfried,3.8,40.0,2023-04-25,2023-05-25,30,Low,0.0,0,19.0,Product is expired,72
nourishunpolished &,3.6,135.0,2023-11-17,2023-12-17,30,Low,0.0,0,19.0,Product is expired,494
conscious foodsplit,3.6,140.0,2024-11-23,2024-12-23,30,Low,0.0,188,-12.33,913685516018435.4,241
bb royalgreen,3.9,180.0,2023-08-08,2023-09-07,30,Medium,1.0,0,16.5,Product is expired,113
organic indiamasoor,3.6,150.0,2022-10-09,2022-11-08,30,Low,0.0,0,19.0,Product is expired,512
bb populartoor,3.3,380.0,2024-12-19,2025-01-18,30,Low,0.0,214,-16.67,6.077936109017752e+17,87
natureland organicschana,3.3,210.0,2023-08-02,2023-09-01,30,Low,0.0,0,19.0,Product is expired,476
institutionaltoor dal,3.0,600.0,2025-03-19,2025-04-18,30,Low,0.0,304,-31.67,1.1971178927782887e+26,365
bb royalorganic,3.9,249.0,2023-05-11,2023-06-10,30,Medium,1.0,0,16.5,Product is expired,136
a+pluspulses -,3.7,185.0,2023-09-06,2023-10-06,30,Low,0.0,0,19.0,Product is expired,3
a+pluspulses -,3.5,70.0,2025-02-16,2025-03-18,30,Low,0.0,273,-26.5,2.3716780514309506e+22,3
a+pluspulses -,3.2,120.0,2024-12-26,2025-01-25,30,Low,0.0,221,-17.83,8.324953146230337e+17,3
mai rasoisona,3.0,215.0,2024-10-15,2024-11-14,30,Low,0.0,149,-5.83,271841453691.62,421
bb royalfried,4.0,189.0,2024-06-07,2024-07-07,30,Medium,1.0,19,13.33,22.4,111
aashirvaadnature's super,4.0,140.0,2024-03-03,2024-04-02,30,Medium,1.0,0,16.5,Product is expired,15
mayuranktarka mix,4.2,84.0,2024-05-24,2024-06-23,30,Medium,1.0,5,15.67,13.07,439
mayurankchana daal,4.0,78.0,2023-05-24,2023-06-23,30,Medium,1.0,0,16.5,Product is expired,435
organic tattvaurad,4.1,325.0,2025-04-19,2025-05-19,30,Medium,1.0,335,-39.33,3.967991228862586e+28,522
bb royalorganic,4.0,257.0,2024-11-09,2024-12-09,30,Medium,1.0,174,-12.5,103400875306645.98,136
bb popularurad,3.9,111.0,2023-02-17,2023-03-19,30,Medium,1.0,0,16.5,Product is expired,88
bb royalbengali,4.1,260.0,2023-01-02,2023-02-01,30,Medium,1.0,0,16.5,Product is expired,95
bb royalurad,4.0,230.0,2023-10-09,2023-11-08,30,Medium,1.0,0,16.5,Product is expired,162
tata sampannunpolished,4.0,83.0,2023-05-16,2023-06-15,30,Medium,1.0,0,16.5,Product is expired,687
bb super,4.0,27.0,2025-01-23,2025-02-22,30,Medium,1.0,249,-25.0,7.1023501619234e+19,164
bb super,4.0,360.0,2024-06-18,2024-07-18,30,Medium,1.0,30,11.5,0.0,164
aashirvaadorganic chana,3.8,210.0,2023-06-28,2023-07-28,30,Low,0.0,0,19.0,Product is expired,18
bb royalroasted,3.8,100.0,2022-09-19,2022-10-19,30,Low,0.0,0,19.0,Product is expired,148
aashirvaadorganic arhar/tur,3.9,345.0,2024-01-31,2024-03-01,30,Medium,1.0,0,16.5,Product is expired,17
tata sampannorganic moong,4.3,140.0,2023-10-11,2023-11-10,30,Medium,1.0,0,16.5,Product is expired,679
organic tattvaorganic,4.1,310.0,2023-09-08,2023-10-08,30,Medium,1.0,0,16.5,Product is expired,520
tata sampannunpolished,4.0,186.0,2025-03-25,2025-04-24,30,Medium,1.0,310,-35.17,1.3682841592308536e+26,687
tata sampannunpolished,4.0,164.0,2022-09-05,2022-10-05,30,Medium,1.0,0,16.5,Product is expired,687
tata sampannorganic toor,4.1,155.0,2023-06-04,2023-07-04,30,Medium,1.0,0,16.5,Product is expired,680
organic tattvaarhar/,4.0,150.0,2023-05-01,2023-05-31,30,Medium,1.0,0,16.5,Product is expired,516
bb royalorganic,3.9,329.0,2023-03-21,2023-04-20,30,Medium,1.0,0,16.5,Product is expired,136
24 mantra,4.0,560.0,2024-04-08,2024-05-08,30,Medium,1.0,0,16.5,Product is expired,1
24 mantra,4.1,300.0,2024-02-21,2024-03-22,30,Medium,1.0,0,16.5,Product is expired,1
tata sampannorganic masoor,4.3,125.0,2024-11-17,2024-12-17,30,Medium,1.0,182,-13.83,275603318773896.03,678
safe harvesttur,4.0,278.0,2023-04-13,2023-05-13,30,Medium,1.0,0,16.5,Product is expired,585
tata sampanngaram,4.1,85.0,2023-02-04,2023-03-06,30,Medium,1.0,0,16.5,Product is expired,673
tata sampannchhole,4.2,93.0,2023-11-30,2023-12-30,30,Medium,1.0,0,16.5,Product is expired,665
tata sampannturmeric/haldi,4.2,175.0,2025-03-08,2025-04-07,30,Medium,1.0,293,-32.33,3.949421639511437e+24,686
tata sampanncoriander/dhania,4.1,205.0,2023-06-15,2023-07-15,30,Medium,1.0,0,16.5,Product is expired,668
tata sampannchilli/lal,4.2,315.0,2023-10-27,2023-11-26,30,Medium,1.0,0,16.5,Product is expired,667
nature purerice,4.2,350.0,2025-04-05,2025-05-05,30,Medium,1.0,321,-37.0,2.44460454681193e+27,473
tata sampannchicken,4.2,97.0,2023-07-03,2023-08-02,30,Medium,1.0,0,16.5,Product is expired,666
bb royalbesan,3.9,64.0,2025-02-18,2025-03-20,30,Medium,1.0,275,-29.33,3.580318398162002e+22,96
tata sampannfine,4.1,166.0,2024-06-16,2024-07-16,30,Medium,1.0,28,11.83,6.47,672
bb royalmaida452573,4.0,375.0,2023-10-23,2023-11-22,30,Medium,1.0,0,16.5,Product is expired,128
bb royalorganic,4.0,150.0,2024-06-24,2024-07-24,30,Medium,1.0,36,10.5,-36.54,136
tata sampanndal,4.3,85.0,2022-09-20,2022-10-20,30,Medium,1.0,0,16.5,Product is expired,670
vijay goldidli,3.9,65.0,2024-02-19,2024-03-20,30,Medium,1.0,0,16.5,Product is expired,716
bb royalorganic,4.0,199.0,2025-01-20,2025-02-19,30,Medium,1.0,246,-24.5,2.8154043610423342e+20,136
safe harvestwheat,4.0,60.0,2024-09-13,2024-10-13,30,Medium,1.0,117,-3.0,64862917.36,587
bb royalroasted,3.9,95.0,2024-11-12,2024-12-12,30,Medium,1.0,177,-13.0,72431040749659.08,148
bb super,4.0,73.0,2024-07-15,2024-08-14,30,Medium,1.0,57,7.0,-1126.28,164
vijay goldbesan,4.2,78.0,2025-02-16,2025-03-18,30,Medium,1.0,273,-29.0,2.8920408368392507e+22,713
tata sampannpav,4.2,95.0,2023-06-29,2023-07-29,30,Medium,1.0,0,16.5,Product is expired,682
bb super,3.9,75.0,2024-03-26,2024-04-25,30,Medium,1.0,0,16.5,Product is expired,164
fortunebesan/kadale hittu4.123521,4.1,95.0,2022-08-26,2022-09-25,30,Medium,1.0,0,16.5,Product is expired,300
aashirvaaddouble roasted,4.0,82.0,2023-11-04,2023-12-04,30,Medium,1.0,0,16.5,Product is expired,11
bb super,3.9,84.0,2023-02-18,2023-03-20,30,Medium,1.0,0,16.5,Product is expired,164
bb super,3.7,170.0,2023-02-15,2023-03-17,30,Low,0.0,0,19.0,Product is expired,164
aashirvaadbansi rava,4.0,76.0,2025-01-13,2025-02-12,30,Medium,1.0,239,-23.33,2.524862165823582e+19,8
elitebroken wheat,4.0,68.0,2024-05-09,2024-06-08,30,Medium,1.0,0,16.5,Product is expired,275
bb royalorganic,3.9,149.0,2023-10-10,2023-11-09,30,Medium,1.0,0,16.5,Product is expired,136
tata sampannmeat,4.2,97.0,2022-12-26,2023-01-25,30,Medium,1.0,0,16.5,Product is expired,675
vijay goldakki,4.2,72.0,2023-01-30,2023-03-01,30,Medium,1.0,0,16.5,Product is expired,711
bb super,4.0,76.0,2024-05-21,2024-06-20,30,Medium,1.0,2,16.17,12.24,164
vijay goldbombay,3.8,80.0,2024-12-01,2024-12-31,30,Low,0.0,196,-13.67,2867050223426990.0,714
safe harvestroasted,4.0,55.0,2022-11-30,2022-12-30,30,Medium,1.0,0,16.5,Product is expired,583
vijay goldbansi,3.9,72.0,2024-03-27,2024-04-26,30,Medium,1.0,0,16.5,Product is expired,712
ahaarroasted daliya4.1184,4.1,74.0,2024-04-08,2024-05-08,30,Medium,1.0,0,16.5,Product is expired,30
tata sampannpaneer,4.2,104.0,2024-09-10,2024-10-10,30,Medium,1.0,114,-2.5,51418644.31,681
double horsewheat,4.1,75.0,2023-10-30,2023-11-29,30,Medium,1.0,0,16.5,Product is expired,272
mai rasoidalia4.245,4.2,96.0,2022-11-30,2022-12-30,30,Medium,1.0,0,16.5,Product is expired,410
majorsamba broken,5.0,115.0,2023-02-18,2023-03-20,30,High,,0,13.0,Product is expired,428
majorordinry broken,5.0,42.0,2022-10-29,2022-11-28,30,High,,0,13.0,Product is expired,427
tata sampanncumin/jeera,4.3,47.0,2023-08-22,2023-09-21,30,Medium,1.0,0,16.5,Product is expired,669
moi soikorean,4.4,280.0,2022-12-12,2023-01-11,30,Medium,1.0,0,16.5,Product is expired,449
"fresho!peach, white",4.5,12.0,2024-08-06,2024-09-05,30,Medium,1.0,79,3.33,-7205.88,308
"fresho!peach, white",4.5,12.0,2024-02-21,2024-03-22,30,Medium,1.0,0,16.5,Product is expired,308
catchjeera/jeerige -,4.1,390.0,2025-01-08,2025-02-07,30,Medium,1.0,234,-22.5,4.596867510094468e+19,215
tata sampanndal,4.3,85.0,2024-07-31,2024-08-30,30,Medium,1.0,73,4.33,-19987.54,670
bb royalchilli/mirchi,4.0,120.0,2024-03-23,2024-04-22,30,Medium,1.0,0,16.5,Product is expired,105
bb royalkitchen,4.0,108.0,2023-02-09,2023-03-11,30,Medium,1.0,0,16.5,Product is expired,123
aashirvaadkitchen king,3.9,105.0,2022-12-07,2023-01-06,30,Medium,1.0,0,16.5,Product is expired,13
tata sampannpav,4.2,95.0,2023-08-17,2023-09-16,30,Medium,1.0,0,16.5,Product is expired,682
bb royalchanna,4.1,74.0,2024-03-11,2024-04-10,30,Medium,1.0,0,16.5,Product is expired,103
aashirvaadchilli powder,4.1,250.0,2023-08-21,2023-09-20,30,Medium,1.0,0,16.5,Product is expired,10
catchpav bhaji,4.2,84.0,2025-04-15,2025-05-15,30,Medium,1.0,331,-38.67,4.5308665275422686e+27,218
bb royalorganic,4.1,64.0,2023-06-21,2023-07-21,30,Medium,1.0,0,16.5,Product is expired,136
aashirvaadshahi garam,4.1,125.0,2022-10-14,2022-11-13,30,Medium,1.0,0,16.5,Product is expired,25
everestpowder -,4.2,152.0,2023-01-25,2023-02-24,30,Medium,1.0,0,16.5,Product is expired,292
easternkebab masala,4.2,110.0,2023-03-24,2023-04-23,30,Medium,1.0,0,16.5,Product is expired,274
mtrmasala -,4.1,30.0,2023-04-19,2023-05-19,30,Medium,1.0,0,16.5,Product is expired,458
tata sampannpaneer,4.2,104.0,2024-11-18,2024-12-18,30,Medium,1.0,183,-14.0,283512702125599.1,681
